A,B,C,figure
-26.112220288904638,-81.38081184493049,-63.407443557701725,2
21.96448769776471,-38.80190124152054,53.9601696186559,0
-36.073175016454414,-39.382989650688984,62.76867735754402,1
-98.52609088845404,52.97493712326607,-19.600235521949628,0
66.5854010235613,-19.702398823525485,51.32228945235545,0
-26.591715267684464,-79.55043567475471,-59.4947688813977,2
91.43725731339822,8.57638924099389,0.20110635033849023,2
29.409561394905182,-58.28865792017584,-74.5478516149256,1
-33.565883427745206,26.83735677055752,-5.364403114702798,2
-43.99744073599627,11.359702231040018,-99.97289968549427,0
87.04096878803665,-67.99574648586555,44.44130400084302,0
9.909278150844543,-46.835521427120774,-40.75383118314608,1
11.746725743205872,-49.73244957846772,-10.190323568029356,1
-42.35477742741196,64.89832872220356,-52.16013569386981,0
96.50166220840569,-22.75559128673821,1.3414715429740336,2
39.61447813187408,-16.910104660626857,76.80076229754675,0
-21.534438177945177,89.5219612010223,-93.03912959156263,2
81.84597207190518,86.33199298702255,87.1706284914338,0
-61.49214278232431,-36.88463822675574,43.42631128152084,1
20.258753534360835,6.7633464453251975,-4.087580029216781,1
40.33231277086426,-42.81610589912959,-43.24230485746408,1
91.41073504317575,7.2278076583496045,11.681438015960637,0
-89.88541561729492,43.126484022783416,-65.84068486977168,0
29.743652029183494,-90.47743915553295,68.80600092509798,2
-11.70370793657331,0.5082064329626945,-0.0055169220708587855,2
-43.92878790390826,13.404664710860942,-70.28698647736547,0
-42.81129802737944,-0.10638668998493017,-6.74290143996501,0
-73.03337236903229,82.1133993675574,21.20821195877687,1
76.86700605051334,-54.68900812636741,-74.39431517888215,1
-26.204829680260318,-71.34935388823298,73.74571539555191,1
-27.588381820234574,-7.71432860524169,-22.604836123490088,0
-37.58692385506765,98.30697233095032,-73.2923028581731,0
20.271037269376563,44.623701799810135,-22.616555358148574,1
-95.31001016490323,-74.97320949738065,-67.76856095515365,0
-78.0685876165729,-96.50310306870489,-78.17702135061644,0
19.336657524354735,-82.10384916671197,87.15366189192434,2
68.44406931039191,-50.63371228934126,9.364481269272401,2
-41.220034631785474,-95.36261395173224,-55.155388762668316,2
-82.95389184998345,9.588291637595376,-40.17476113441252,0
-56.203193828557964,-31.080327845429665,38.03617344899857,1
41.788192159322875,-31.198473964948775,-99.9335729628483,1
93.60777853689044,-84.13005086403898,0.5453034001105266,1
99.36799037807313,14.70332668464252,0.5439070840941187,2
-29.474884920978695,49.783977243000066,81.41799982994502,1
-76.70084616503974,-61.716344261898804,35.05958271952571,1
-68.50726446010916,-29.418250679206892,-61.69106379099236,0
-12.1044640124869,80.6750821148926,-134.42290520940378,2
69.02293044267063,18.296172924587694,4.37834659589349,0
59.221144731235256,31.039171291310794,11.598329299259106,0
8.770405381310937,22.23109874669251,14.087768181683542,2
-36.38586336891068,-30.021338585821013,-67.69067953161453,0
-44.037564138742866,56.325075288843465,-18.010272413675615,2
51.73715496843275,-6.369893118058783,39.46150944527403,0
-56.212816522936436,88.10532538876649,-44.369158903434446,0
30.495278372305734,-44.72651341274185,16.39976013366133,2
-70.85860839421423,28.116134035612674,-2.789064769345248,2
93.91236042794222,-89.56351130894757,90.66967953783708,0
23.459171537333262,-5.673924879941012,99.80485677741714,0
-55.49400535085491,32.07511241305622,-88.46686826824342,0
-94.49821108101976,80.55485386990523,-17.16721514558157,2
81.65366847097891,-58.247454647889384,-4.299267418846853,1
-55.08632180913349,73.30505102966279,-24.38731762251415,2
24.080160922174016,99.86081848130601,85.12917065405236,1
65.58507260051107,-80.85295834164708,-5.42447319340684,1
19.853500310208844,-91.32109384373368,105.01349951534425,2
16.059293973101347,-62.349575197581956,50.20429536312935,1
53.60644184128171,-35.14284912483494,67.1722130768508,0
17.738036976718803,-35.45835430086103,17.720321749464038,2
12.871873603136748,-97.27980272778683,93.35600618110746,1
-88.65225750562273,18.05021134141593,-0.9187868945387994,2
23.005252051143387,-92.30599314048105,-20.763861888676715,1
-63.62390338766715,33.51089099148075,-4.412570414771911,2
27.6917446772065,87.29507834246485,11.15700491619765,1
22.056378553122457,34.09665805120349,40.13670286788812,0
-39.16674436770684,-33.88299714269682,-7.328012028481104,2
-84.99635770050868,-64.57274793809353,-12.264171927721344,2
-39.529888605461714,32.955915686399806,83.65836018761047,1
-91.09463233193031,34.60850513811582,-91.79206379733537,0
-27.40682165967698,79.28057049380561,-57.33434668083802,2
-49.11613633975922,31.205493634612424,91.74720691463227,1
32.30910557429803,3.9662531539494523,0.12172392117942253,2
-92.56809820987932,-8.513831591181457,77.65075772124877,1
91.42216564249145,-70.22537108943908,72.00406875130619,0
-42.22957911744061,-66.61269356352888,-26.268619274233064,2
95.37315774012961,68.46990737964128,10.899801059387897,1
68.57871810694041,33.06582386693037,3.9857434572264605,2
97.94067470166107,-28.7608827934297,2.1114526257275505,2
-52.66873652452573,-18.392880719824632,44.89975031936842,1
4.738742578306443,-24.62139937714207,-10.718435389391033,1
-55.25082299718429,-32.98498084473344,-4.9230441390116475,2
-83.99480040638079,35.44153266554889,32.4083152371486,1
81.35723705433375,46.743988209420195,54.21063192441616,0
12.190133506465827,-32.422587080522575,21.55891386334048,2
33.127485691981406,60.167157205459944,26.64311829635551,1
-8.035662664976613,-17.221086868958935,-9.226551851187402,2
87.00468745251922,89.5730159528577,23.054290009574032,2
-30.3134867417254,12.066755925930366,-41.31138591837242,0
49.56992951842457,-50.042788737275586,-96.13262603757724,1
-81.73916906178536,72.02359438969614,-15.865704925659314,2
16.62838131717635,65.65338741495174,-69.58948707824129,1
-82.62736678658345,91.24257976071391,-25.18901631856807,2
-66.54159252962785,-32.980838465673926,28.595491068601035,1
47.47004588494897,-68.84560809079068,79.84634867361481,0
-37.676697576697784,95.40040038880997,-92.94973730029035,0
1.4848281035380069,43.88561207900372,324.27102890895327,2
-33.029472291271816,94.58691681416556,-15.60725581194258,1
-12.95030843023585,-80.18853839874033,-124.13221131307733,2
46.08460888553893,-8.59969191338024,23.90353841674542,0
33.03192906619444,84.93564190274901,65.79800365724464,0
-62.90689422083351,-65.20006314062867,-16.894206454616636,2
2.9892600945200343,-38.82732491374205,126.08146433301194,2
-78.97246168702011,-82.72806946599891,-76.22904816658101,0
94.43019698150391,66.60411453726232,11.744410726374054,2
-25.579371832673246,-31.390716588243066,-9.630583330673788,2
-97.63499569980773,-71.61269311544729,-69.1860752529135,0
-70.07174035387322,61.052404625071034,-5.446090453985846,1
14.734957003779797,-92.96980999495985,-34.35432896937924,1
36.23987223560931,-28.64055168018733,5.65869269083317,2
-98.59768460935786,-75.79063488669797,-56.87471414458807,0
39.546072300489755,19.312090324321346,79.02229686969036,0
0.8817042129392973,83.13442768611174,1959.6518212319027,2
1.708836234529727,-66.12791659096936,639.7484534065997,2
99.55888475593113,60.30581124458084,9.132260969934062,2
-3.1194729563970895,94.24641384943021,-711.8499380851339,2
8.364479757631685,8.468090148430292,33.442649719683715,0
-31.287837446231336,66.08541800423023,-34.89600775620147,2
29.338500829023445,6.386640688525674,-22.614283969623173,1
75.62411909218659,54.7265354476753,9.90092089024777,2
-4.621991090793728,-67.6516307441135,-247.5525727134151,2
-25.105140981469276,27.03714022312171,-45.774348928223276,0
2.982153544450213,-23.89291462586452,47.85730855317981,2
42.324726708764956,90.2007259187103,48.05802416780515,2
54.34987244243143,-32.80888737150353,70.040126819682,0
-70.62894449641811,92.8718221263214,-7.266052555398488,1
30.114506555498565,-29.890622087678693,-16.99799841192629,1
57.36214736013699,-34.72192985575897,-84.82545767418559,1
39.054614983946635,-70.9034838028978,32.181241688429516,2
21.01798133493415,79.04599184514001,-66.27808061248186,1
19.61954602264045,82.22104286995685,96.35222199443808,0
-69.56783137499518,32.38340684581618,-29.629730341223976,0
-33.89396541756406,39.510583538741884,92.8987873075759,1
-88.0302825525731,-20.392247014647126,48.10550905460593,1
-96.31262740586071,26.829347037292834,30.95148461998454,1
5.000513830465849,-47.20177645416301,45.478142745172306,1
63.22161526279194,-77.05647782095215,-46.34130513950792,1
67.89995339516969,-45.2085442403152,89.99322817913074,0
-58.83937266659651,22.03857687424491,-82.1106791293918,0
20.859604615334447,39.11650006504962,18.338082211469743,2
-40.94347879920739,45.134533410851105,28.38586217504175,1
61.69151042194855,58.49171502531644,13.864471396479251,2
65.60910785721114,98.54984743510303,23.852815479615558,1
-86.45200645708087,64.06302828866592,-71.52878064949306,0
-9.540776369897515,3.809996429593724,-85.43028956397758,0
-56.868332167661165,79.15712768192998,-43.90564455345856,0
32.97538777050278,-21.13880210093282,-56.46316053482272,1
88.6003138842731,-14.559471592548306,53.22437648786348,0
-76.30723843795428,-6.670228371961258,-0.14576581280127676,2
-39.16550972978976,-46.33794451642559,-96.4151418586872,0
25.078607935975427,-98.68774825889528,-70.95904263084321,1
58.311027898460566,-42.09885607741599,-95.73449171346992,1
32.68089171314111,-8.477452205798343,0.5497646494197184,2
-99.1593269668053,-64.1565558726399,-10.377399149797235,2
35.10004787000122,-76.67281463442501,81.53248603604166,0
-33.994599859869254,-28.067371837291418,39.14477012534974,1
-87.17539556280724,-29.320100637447524,-2.465340982510041,2
-48.11422248419339,61.51086673366021,-19.65939867140688,2
43.93898775461915,2.295898509268497,55.88695381960298,0
92.00740332946194,12.652169802291027,9.634620044665041,0
-94.03531892294505,15.202927547398474,-6.497266046998902,0
0.38927464638449294,89.95920691852331,-29.700888761996552,1
-44.07402368004241,92.45081799117247,24.0810323145878,1
-94.38946345756625,89.84430806476456,-39.445852345277956,0
93.42970509392472,-59.170901998840876,27.036371467006532,0
47.943433812275,45.42108719982954,-37.56594167630192,1
83.80355228089329,-25.48554571122692,92.5080191521545,0
-57.53448708098339,-68.39617438411582,59.681745042691915,1
-38.28917071037581,31.61744605268106,-90.47288757583189,0
-37.091429421735796,57.80019333925691,-22.517751419534896,2
-69.3120887608474,-55.85999740308889,-65.50862053867866,0
-25.960691855444892,81.0099951339634,-63.19765424730346,2
58.484240639217546,93.39464386151363,-58.60343836531114,1
97.61043524492268,81.53116538795115,18.176096613915533,0
38.98256548850404,-43.77246986833341,12.287731030293488,2
-78.14434578856489,-38.95016839407608,73.47172371829981,1
64.59983047833981,-76.41153112725183,2.4944356194266817,1
98.61949189862474,-24.27742175667437,1.494109318057806,2
-4.322207413040729,-6.467403770872863,22.86431807546417,1
-25.802437663947003,79.34764770021755,-61.00246493720946,2
33.55332822212873,-48.97727773224973,48.056838677301954,0
29.855392813995735,-85.55277619495381,61.2894089207285,2
-78.7555435557648,36.61098615913647,-94.43625647806341,0
-82.96467992070569,-91.10006134895946,-75.99583755642863,0
-48.3262686744075,-31.42711336867127,-5.109350886065619,2
-66.66234306655389,-54.720612371532184,-11.229523598225489,2
-89.38852844577127,23.62634460967776,-92.30909780909286,0
-65.49156100034865,96.0923609806625,-35.24783078078103,2
40.35936301039675,93.07614729556809,40.38209263203899,1
57.835387905443326,59.72720154615544,-91.26177132160593,1
14.529295790588193,-72.79524348724595,91.18039082458685,2
-13.961351751439949,-70.3998488669454,10.45052472612582,1
5.786646316959931,22.111358026660582,-86.65017861105584,1
55.0599851254529,-70.4503601067293,80.91531330663167,0
-53.079193931246735,-89.38455845003661,70.7562510020066,1
52.605271708189605,-84.98293429081494,74.06626154366316,0
-62.383888578323486,-53.73206228597329,-11.570032677102567,2
-61.420621591302464,81.6490242804361,-27.13487340744883,2
-94.58856827160571,13.635416893036577,-20.893972331778016,0
6.782649769832162,19.283411686991286,13.705925372407723,2
-55.96834189503801,-87.03614491198653,-33.83739032034787,2
-13.45465086065829,56.77237257292859,-59.88825575890341,2
12.987372501079264,28.22232568258761,15.332194153741533,2
13.147387618164231,-24.09255723569757,11.037388776638421,2
-96.75679558671129,80.57392136605247,-16.774420765321544,2
49.56202924125347,51.03921760927281,12.736449223480477,1
79.43461520846296,14.785248292739823,0.6879984453385878,2
-28.10697551320122,-91.8069236233797,-74.96814466243788,2
-79.83096618999004,-19.581032690218507,-1.200714645939868,2
-54.92413903196211,33.21781642042049,96.20503754285153,1
80.86433750022738,-76.98019931238728,-11.919620495019132,1
86.55438083832902,-72.53071591431497,15.194796323681445,2
55.38571932434638,-37.83614711100671,6.461837300614654,2
-52.91095644491837,-99.28686058073797,-60.272685346139454,0
88.38808231900512,-10.276053518283916,19.835706882076536,0
20.242702642547016,8.272152011556372,43.24102980558732,0
-59.065005225976265,-19.312225933815498,-1.5786084716822748,2
-5.628585927801865,-16.04509125726463,-21.64156418633773,0
20.43208607625506,-70.25228882348809,79.72084426045564,0
-95.30209477507734,-37.45825699893612,-34.94207603469792,0
-6.545474900588431,-84.11210330474469,-98.66819131093807,1
77.54132169943097,99.3663938445244,26.553556719451905,1
96.24582914396348,64.68768552817826,-71.86155044962194,1
43.71802093909341,34.9798990530596,-70.0589470767155,1
70.97057687185037,13.293772291775113,0.6225269313530949,2
6.596959600122389,16.233133392607698,87.27082483182264,0
80.7439041342671,10.262019598613747,57.89977236077226,0
-31.773485952619595,6.858643765669854,-96.97865849475791,0
36.2967300828395,-68.60027375548378,32.413371318758514,2
56.77098828363475,-75.52875252926412,-18.58826165549725,1
9.136151217881945,-88.37077366873156,89.81053933597693,1
28.467140334923783,96.6037450043921,81.95662998703692,2
29.653050818048,-12.971636378067572,-62.826955961237616,1
61.42255793650571,83.31025200961787,28.249385580297456,2
87.14304505729456,-67.62772701825796,13.120695572001871,2
-54.26508832855821,91.63680289975136,-38.68649210909241,2
-92.61193030735626,12.90203568690336,-44.54738287147207,0
-32.171916492316484,48.556231099962645,-95.49877944053769,0
25.892252797368158,-35.56355277329732,12.211821579963695,2
66.6507159836811,-38.264939744578584,5.492085088833588,2
64.75465974658243,12.120053675342916,0.5671240558906113,2
-2.0480653676329297,-90.82705461358272,-1006.9934754222757,2
13.465750720623078,-2.356644577453821,30.05599137995648,0
16.79211768658098,55.81136348859485,46.374560263850206,2
-86.09072594838918,50.19185513098597,-67.82531640931526,0
-55.926701616118834,85.62134957527951,59.474364280950795,1
-4.180043337185751,-66.55249811719459,-264.9036534045367,2
76.04742280267556,-78.5830983732603,41.60946192273963,0
-47.584136421286495,-9.173468810676269,-0.44212491992817343,2
-99.9951579328173,-90.62688620759636,92.74033697449792,1
-20.646647469004137,-37.724914677215374,53.64724855150814,1
65.50648687819114,39.75901615909393,6.0329115530136,2
89.5879461175096,-10.183854129209166,0.2894108231619028,2
-45.848219048865005,-92.53639529672266,96.22689821889966,1
-36.000676730416004,-26.415655517134525,-4.845650969460654,2
-15.62144256752292,-81.242002865181,18.921721911441296,1
92.85003450364769,-11.764053730307197,0.3726249562247545,2
-19.475424613132034,27.717655647665993,-9.862024190278202,2
54.99249132937379,96.26108737888691,-65.83847929562931,1
94.77778513096206,-91.11141731823957,72.50723078311972,0
-30.457139009972593,67.9895444351342,50.84828482969766,1
23.220875125086764,-40.70647981691575,87.07733123496376,0
31.61523882452039,-5.85931932674346,-11.359650808946057,1
27.95761681898483,-88.3071884703293,82.11073331105842,0
95.0863123937358,69.8552640211004,12.829811643266329,2
73.28476663902026,-90.36904146220739,27.85900818591778,2
-47.03833891241403,-79.68563184266944,-73.01874401728574,0
67.89466575216801,60.109348858180965,13.304188849472048,2
98.93765697584365,-97.50849766356045,-14.014873487608568,1
-33.26111715460152,-76.22788406866337,-43.674798132732754,2
-36.48448309649901,-42.354376712594075,8.504184172101333,1
-39.796283021300205,-99.31147026095675,-60.857099871278386,1
9.22067537417746,22.4395456966936,65.52686703908066,0
-6.108506471728916,57.26735623145589,22.7116535134857,1
76.23764650877112,85.33493626643212,82.68686565312294,0
16.536759168344943,56.54274022239616,57.58126692286592,0
43.982469328939715,28.482614208091718,94.84776968049837,0
-43.75339134420664,-9.224798049133213,-62.48397736891733,0
63.7592083603015,57.49820331142831,12.963003576518654,2
-53.94620938905208,-55.41408085615216,85.07497414597756,1
78.85918816894554,-31.930942059452434,75.08166588872356,0
-24.994917460212875,13.170968882043766,-1.7350969608911821,2
-51.63034310881049,3.1047502036575736,-0.0466754298281373,2
98.79661860605808,67.70922004249113,11.60094986915211,2
-26.38524169149386,92.00491352787478,-98.35532607655504,0
75.96733343223869,20.50702313526149,0.4361046943551088,1
-7.392797740969954,53.72401424753923,-97.60410767342027,2
26.900496617840773,32.36752082397888,20.279113654772246,0
-86.50803936908416,-43.248307116865114,-73.96807966732021,0
-20.69336229961418,-88.09629966568768,-97.74090253809702,0
-60.384530954954776,-45.05432216368863,-88.91819313329144,0
-98.86950236942764,68.77474443051145,-34.064409757149576,0
83.14261781448488,-82.03375243800129,44.416317097612136,0
-6.268226169277824,-57.93603883761993,-28.83572994348316,1
94.24238419362084,89.07485358905728,53.793360699488176,0
58.10391901548866,61.506738523971904,-40.76729833401944,1
99.20523158619645,87.97763812540146,94.11694158720911,0
-83.03741847137205,86.32864220035984,-63.41604395542133,0
47.762597760876275,47.13649294185001,-29.499028823754728,1
-89.12823520746787,34.019703766729094,20.44727184016992,1
56.777418526998844,-1.247473193192647,0.006852149182312061,2
-73.26007801893655,-31.06387125213601,71.06802160486146,1
-54.76700533578629,-20.109473601449324,-1.8459605653440163,2
60.246056841928294,80.17761061407933,43.84315373220366,0
19.678558592374202,49.51603762983589,60.27764476507707,0
83.0173616836556,-89.20075133972529,23.961174741650538,2
-24.64588798265477,57.74556494022491,-78.56266357567854,0
31.586135587337253,-25.839805627440498,5.2847201980256004,2
-19.005676889804505,-35.11559608890606,3.912441617571588,1
80.4667741180954,-33.97818407391759,13.655906510878353,0
-10.610059995210804,50.64060268444982,82.93525133573735,1
86.38205555419282,76.04144382713378,16.734671171628772,2
64.27955417751062,-55.01436950373764,-67.82075192587683,1
-53.626646574258906,-96.64516353126507,24.849932734947245,1
48.01667331573475,-64.55110707813789,21.69478400562048,2
50.63562390462394,-85.33858576222815,-43.47940082200441,1
86.41296664239664,82.87615830291475,-71.86760879583154,1
8.739042665663234,-23.287317597339822,15.513689016822534,2
-79.67894718100783,-22.739583657009163,-75.39571956162325,0
-95.85601170132088,8.929515842762044,-0.20795840493184106,2
70.7256712017639,-34.344692687565896,4.169482932294619,2
-24.241958153865937,85.50100584588066,-77.9249071999434,0
-97.95529180802025,7.550062036862485,-63.20887895352805,0
-58.44348508467885,-91.99222217644389,-59.090586112318924,0
38.91257266822063,-93.69718740042497,-76.24399837638833,1
92.13054410863586,-96.09367229097134,25.056820036459126,2
91.4115539791716,6.6543421830522504,-80.59696845472517,1
28.431493646897394,42.54679575788842,15.917470356512684,2
65.0977086649853,34.719708385199596,4.629418512090003,2
-76.23797432164386,-84.9422092312793,-64.73206280891522,0
23.778226182004673,91.29789720844104,93.04406852014085,0
0.42109432240845024,48.70090282762993,-73.25844872403732,1
62.78954942478637,71.21555832538522,67.39554445630546,0
-52.89523781375045,-66.50692703624588,7.903749722206243,1
90.54259112462736,29.299995802910928,2.3704030981091804,2
-11.479608761473443,57.87571488964386,-7.971996374691656,1
94.97273152562121,-69.2391819730102,12.619581018890422,2
31.948224327035888,71.51555732361166,40.02158998691758,2
39.08631592874775,92.46695736977509,61.78649142817133,0
69.23020447771472,20.051745576522094,-3.450859723246438,1
14.38480205479307,-70.51801601326207,62.287368025087034,1
-44.43053345594763,52.988913313080985,14.379863462256964,1
-80.95177357491713,-89.4414222572867,-24.705351291663934,2
-10.68940955728577,60.605687933782974,-85.90393581242243,2
4.53133249091475,49.586086852514256,99.20455800786883,1
15.319736136384307,-43.78668291256549,31.28764071745397,2
-71.90107488507172,30.96531200846121,62.95345258476982,1
67.71582854537905,37.91196155106795,5.306428568936624,2
67.08959533706994,84.09990577980554,-93.84462510819782,1
20.24480365125376,-51.58782322241346,33.452475978835906,0
-47.451668779648124,-38.26110141193273,-93.10826028832871,0
72.71659324480734,93.8214926950728,30.262943087478114,2
49.262909464082554,40.02228489315317,33.062153841057835,0
-34.32354208915187,12.610776474628224,-58.30636737782733,0
99.77865413791102,75.11087150416819,-5.418418350893759,1
52.8198011024848,-9.149446667981323,0.3962168191802243,2
49.670213685749076,-15.34011024280187,1.1844069352616378,2
81.04158463199042,13.01430498549037,0.5224852618087301,2
